HANDEDNESS,SCORE,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,IS_Y
Left,0.9984474778175354,0.4268667995929718,0.7264699935913086,-3.355243620717374e-07,0.4750852882862091,0.7372924089431763,-0.0236252173781394,0.5285971760749817,0.7229079604148865,-0.0379248596727848,0.5731659531593323,0.7201558351516724,-0.0511136464774608,0.6126111149787903,0.7293317914009094,-0.0622695907950401,0.5245450735092163,0.5606839656829834,-0.029143288731575,0.5154310464859009,0.6155118346214294,-0.0603243708610534,0.4950155615806579,0.6713219881057739,-0.0791560038924217,0.481255441904068,0.7177963256835938,-0.0865930616855621,0.4914634823799133,0.5291741490364075,-0.0299370605498552,0.4817610085010528,0.598939836025238,-0.0639121979475021,0.4636320173740387,0.6703965663909912,-0.0773080140352249,0.4517326951026916,0.7250465154647827,-0.080343946814537,0.4544191062450409,0.5280390381813049,-0.0343662202358245,0.448395311832428,0.5753568410873413,-0.0695827901363372,0.4382856786251068,0.648520827293396,-0.0768163204193115,0.4337260127067566,0.7041324377059937,-0.0729427337646484,0.4211329817771911,0.5501181483268738,-0.0399075411260128,0.4189434647560119,0.5210203528404236,-0.0629578903317451,0.412329763174057,0.4894508123397827,-0.0690205544233322,0.4094246625900268,0.4558979868888855,-0.0682549849152565,True
Left,0.996158003807068,0.4205988645553589,0.7262376546859741,-4.91865591811802e-07,0.4800331890583038,0.741860568523407,-0.0225752498954534,0.5308263301849365,0.7222195863723755,-0.0364734828472137,0.5732834339141846,0.715217649936676,-0.0503383018076419,0.608755886554718,0.7204940319061279,-0.0625128448009491,0.5209232568740845,0.5530839562416077,-0.0260097496211528,0.5042107105255127,0.61579430103302,-0.049756996333599,0.4858452975749969,0.6726993322372437,-0.0663239434361457,0.4754060208797455,0.7095437049865723,-0.0738416910171508,0.4867631196975708,0.5228573083877563,-0.025864815339446,0.4717794358730316,0.5993150472640991,-0.0493614859879016,0.4571884274482727,0.6670661568641663,-0.0600862689316272,0.447597861289978,0.7117224931716919,-0.0647962242364883,0.4498568773269653,0.5231966972351074,-0.0282829534262418,0.4418505430221557,0.5698142647743225,-0.0563159361481666,0.4331624209880829,0.6442074775695801,-0.0613871850073337,0.4275908470153808,0.6997776031494141,-0.058573193848133,0.4164601564407348,0.5401477813720703,-0.032120943069458,0.4071606993675232,0.4891689419746399,-0.0514212846755981,0.3942165374755859,0.4457996487617492,-0.0552586503326892,0.3842533826828003,0.4037064015865326,-0.0543080754578113,True
Left,0.9937474727630616,0.4153857231140136,0.7179406881332397,-5.488088845595485e-07,0.4769372045993805,0.7294517159461975,-0.0199201218783855,0.5305740237236023,0.7075651288032532,-0.0321536660194397,0.5724106431007385,0.6978658437728882,-0.0449768751859664,0.6083618998527527,0.7095144391059875,-0.0563237890601158,0.5161444544792175,0.5422716736793518,-0.0256879366934299,0.4994325935840606,0.6066492795944214,-0.0468033626675605,0.4821327924728393,0.665507435798645,-0.0603298433125019,0.4711428582668304,0.702185332775116,-0.066149815917015,0.4819240272045135,0.5126372575759888,-0.0267742536962032,0.4641418755054474,0.5932732224464417,-0.0488854609429836,0.4510769844055176,0.659846305847168,-0.0582359246909618,0.4414914846420288,0.7052603363990784,-0.06232650578022,0.4446550905704498,0.5130082964897156,-0.0298946890980005,0.4315062761306762,0.5626259446144104,-0.0570722296833992,0.4240594506263733,0.6368314027786255,-0.0618760325014591,0.4195318520069122,0.6917309761047363,-0.0593453757464885,0.4109283089637756,0.52878737449646,-0.0342366024851799,0.4016667604446411,0.4819757044315338,-0.0536626726388931,0.3873806297779083,0.4420113563537597,-0.0572957284748554,0.3749877512454986,0.402892142534256,-0.0564461201429367,True
Left,0.9986261129379272,0.4255115091800689,0.7069388628005981,-4.548654715108569e-07,0.4712531864643097,0.712518572807312,-0.0232180617749691,0.5199772715568542,0.6886622309684753,-0.0363594479858875,0.561715841293335,0.6745033264160156,-0.0484102517366409,0.598447322845459,0.6779513359069824,-0.0586421564221382,0.5096369385719299,0.5321030616760254,-0.0271692145615816,0.4953707158565521,0.5799767374992371,-0.05309684202075,0.4766224920749664,0.6381152272224426,-0.06852887570858,0.4668906033039093,0.6811927556991577,-0.0746948048472404,0.4767603278160095,0.5052975416183472,-0.0270429830998182,0.4659729301929474,0.5656095147132874,-0.0547067560255527,0.4498526155948639,0.6342827677726746,-0.0645837634801864,0.4401995241641998,0.6834317445755005,-0.0665321871638298,0.4415966868400574,0.5077762007713318,-0.0301992855966091,0.4329322278499603,0.549071729183197,-0.0613091848790645,0.4248203635215759,0.621234118938446,-0.0663793683052063,0.4215590357780456,0.6738978624343872,-0.0620995908975601,0.4098843336105346,0.5312910676002502,-0.0344673953950405,0.4016703367233276,0.4946131110191345,-0.0553095787763595,0.3895831704139709,0.4617239534854889,-0.0597012229263782,0.3805730938911438,0.425951600074768,-0.0582636594772338,True
Left,0.9932419061660768,0.4121725559234619,0.703998327255249,-5.492765353665163e-07,0.4731832444667816,0.7161208391189575,-0.0198309533298015,0.5263387560844421,0.6959253549575806,-0.0315109081566333,0.5668302774429321,0.6822054386138916,-0.0434945300221443,0.6024912595748901,0.6864622235298157,-0.0539882481098175,0.5126203298568726,0.5296661853790283,-0.024847799912095,0.4933209419250488,0.5873771905899048,-0.0455403700470924,0.4762200117111206,0.6474673748016357,-0.05919886007905,0.4671595096588135,0.6863747239112854,-0.0651993751525878,0.4778699278831482,0.5005888342857361,-0.0258827880024909,0.4603120386600494,0.5696709156036377,-0.048175886273384,0.4476763904094696,0.6375980973243713,-0.0578239634633064,0.438738077878952,0.6851328611373901,-0.0617682263255119,0.4409869313240051,0.5012089014053345,-0.0289158523082733,0.4281765222549438,0.5450769662857056,-0.0560730695724487,0.4214181005954742,0.6192771196365356,-0.0609196871519088,0.418086439371109,0.6740917563438416,-0.0581768415868282,0.4078965485095978,0.5168091058731079,-0.0330768823623657,0.3984624743461609,0.4702395796775818,-0.0524930730462074,0.3835061192512512,0.4297235608100891,-0.0561553016304969,0.3710412085056305,0.3876066207885742,-0.0552242025732994,True
Left,0.9916647672653198,0.4106800556182861,0.6821208596229553,-5.056889449406299e-07,0.4719713926315307,0.6901953220367432,-0.0192416626960039,0.5244002938270569,0.6758290529251099,-0.031892355531454,0.5619829893112183,0.6630820631980896,-0.0448970086872577,0.5965093374252319,0.6588642597198486,-0.0564290732145309,0.5069751143455505,0.5134083032608032,-0.023920439183712,0.4913526475429535,0.5732275247573853,-0.0431395657360553,0.4745692610740661,0.6295953392982483,-0.0563997589051723,0.4634803533554077,0.6684630513191223,-0.062245674431324,0.473968356847763,0.4861101508140564,-0.0251035019755363,0.459182858467102,0.5567307472229004,-0.0456244386732578,0.4464627504348755,0.6181132793426514,-0.0561603084206581,0.4358567297458648,0.6643079519271851,-0.0613483227789402,0.4392763376235962,0.4862100780010223,-0.0279707703739404,0.4298241138458252,0.5297677516937256,-0.0528155677020549,0.4224728047847748,0.5996081829071045,-0.0568652302026748,0.417461633682251,0.6540169715881348,-0.0543039813637733,0.4082080721855163,0.5019937753677368,-0.032089352607727,0.3994320034980774,0.4543825387954712,-0.0500788949429988,0.3874985873699188,0.4133954346179962,-0.0524782240390777,0.378085196018219,0.3733160495758056,-0.0508749485015869,True
Left,0.9827156066894532,0.4193326830863952,0.6503285765647888,-3.9261215079022804e-07,0.4776702225208282,0.6563815474510193,-0.0195525661110878,0.5276628732681274,0.6382954716682434,-0.0326005965471267,0.565095067024231,0.6219711303710938,-0.045780636370182,0.5979505777359009,0.6306191682815552,-0.0575381368398666,0.5029909014701843,0.4832234978675842,-0.0223116967827081,0.4909830391407013,0.536916196346283,-0.0405626595020294,0.4790453910827636,0.5943517684936523,-0.0528679341077804,0.4711973667144775,0.632418155670166,-0.0584991350769996,0.4703100323677063,0.4633332788944244,-0.0228480268269777,0.4623477458953857,0.5204475522041321,-0.0411773920059204,0.4542911350727081,0.5815418362617493,-0.050108291208744,0.4469797015190124,0.6224792003631592,-0.0550121888518333,0.4378160834312439,0.4672231674194336,-0.0252062398940324,0.43314129114151,0.496381551027298,-0.0469412356615066,0.4295260906219482,0.5616518259048462,-0.0497186668217182,0.4269678890705108,0.6090955138206482,-0.0476564802229404,0.4085830748081207,0.4848244190216064,-0.0290035922080278,0.401017814874649,0.4380202889442444,-0.0441541820764541,0.3929494023323059,0.3991293907165527,-0.045921504497528,0.3863351345062256,0.3574506342411041,-0.0449436530470848,True
Left,0.9997546672821044,0.4294019639492035,0.6246243119239807,-2.605030715585599e-07,0.4628049731254577,0.6229245662689209,-0.0186446662992239,0.4967515468597412,0.5977250337600708,-0.0281370375305414,0.523281455039978,0.5766862630844116,-0.0364645384252071,0.5463776588439941,0.5705797672271729,-0.0426431968808174,0.4950346052646637,0.4691571593284607,-0.0176168978214263,0.4829506874084472,0.5099369883537292,-0.0417747870087623,0.4696196913719177,0.5590106248855591,-0.0574963688850402,0.4624080955982208,0.592983603477478,-0.0637355893850326,0.467737466096878,0.4527448415756225,-0.0161547549068927,0.4552822411060333,0.5026601552963257,-0.0402451679110527,0.4453776478767395,0.5613340735435486,-0.0490533150732517,0.4415750205516815,0.5997305512428284,-0.0505742691457271,0.4376232624053955,0.4586583971977234,-0.0181275568902492,0.4276698231697082,0.500563383102417,-0.0436059758067131,0.4241054058074951,0.5593007802963257,-0.0481608472764492,0.4240696132183075,0.6021291017532349,-0.0448832623660564,0.4104406833648681,0.4808211326599121,-0.0210363399237394,0.4044414758682251,0.4581318795681,-0.0383258573710918,0.3948917388916015,0.4290698766708374,-0.0433395653963089,0.3876436948776245,0.3978132307529449,-0.0429838597774505,True
Left,0.990646243095398,0.4234659969806671,0.6246458888053894,-4.398412443151756e-07,0.4767146408557892,0.627780556678772,-0.019621318206191,0.5223959684371948,0.6098741888999939,-0.0323830060660839,0.5574634075164795,0.5943281650543213,-0.0450853146612644,0.5911235809326172,0.5924521088600159,-0.0562708936631679,0.4982562661170959,0.4705809652805328,-0.0247791912406682,0.4789647758007049,0.5185056328773499,-0.04396553337574,0.4652912616729736,0.5708855390548706,-0.056270744651556,0.4591326713562011,0.6075544953346252,-0.061459481716156,0.4673011600971222,0.449432909488678,-0.0252056736499071,0.4527316391468048,0.5105513334274292,-0.0438675060868263,0.4457603096961975,0.5656611919403076,-0.0525901615619659,0.4410844445228576,0.6018961668014526,-0.057326104491949,0.4366791546344757,0.4521368741989136,-0.0274585653096437,0.4259048402309418,0.492558091878891,-0.050307884812355,0.425570547580719,0.5539759397506714,-0.0542237684130668,0.4261240661144256,0.5979187488555908,-0.0525687634944915,0.4092090427875519,0.4670567512512207,-0.0309998765587806,0.3984397053718567,0.4284844994544983,-0.0467554330825805,0.3877515792846679,0.3940866589546203,-0.0486748367547988,0.3785874843597412,0.3575932681560516,-0.0474683307111263,True
Left,0.984304666519165,0.4278531074523926,0.6025833487510681,-4.082094164914453e-07,0.4742276966571808,0.603665292263031,-0.0170526858419179,0.5134647488594055,0.58725506067276,-0.0282051749527454,0.5474549531936646,0.5797891616821289,-0.0405388660728931,0.5729019641876221,0.5742062926292419,-0.0516041927039623,0.488374650478363,0.4694152176380157,-0.0177834928035736,0.4754306375980377,0.4945201873779297,-0.0379269756376743,0.4636717438697815,0.5439931154251099,-0.051044788211584,0.4601113796234131,0.5774683356285095,-0.056614477187395,0.4598208963871002,0.4586346745491028,-0.0197135098278522,0.45219486951828,0.4885721206665039,-0.0421543568372726,0.4461918771266937,0.5456854701042175,-0.0521481856703758,0.4429540038108825,0.5841717720031738,-0.0557082407176494,0.4334471225738525,0.4624817371368408,-0.0240367781370878,0.4244757294654846,0.4812611937522888,-0.0491719394922256,0.4250304996967315,0.5415236353874207,-0.0546183548867702,0.4272523820400238,0.5840381979942322,-0.0523469299077987,0.4107584357261657,0.4734212756156921,-0.0294401962310075,0.3954865932464599,0.4352662563323974,-0.0449481420218944,0.3809216022491455,0.4070346355438232,-0.0476722903549671,0.3690534234046936,0.3734262585639953,-0.0469126068055629,True
