HANDEDNESS,SCORE,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,IS_Y
Right,0.8801308870315552,0.7428606748580933,0.5452516078948975,-2.7587677209339745e-07,0.713578462600708,0.5471503734588623,-0.0140352910384535,0.6792352795600891,0.5286727547645569,-0.0214408710598945,0.6533594727516174,0.5103923678398132,-0.0276900064200162,0.6325680017471313,0.5060557723045349,-0.032173428684473,0.6812969446182251,0.4617892801761627,-0.0135463215410709,0.6933245658874512,0.4406377673149109,-0.0262388736009597,0.7064895033836365,0.4723608791828155,-0.0331676714122295,0.7111040353775024,0.4982024729251861,-0.03526221960783,0.6987669467926025,0.4447779357433319,-0.0111166033893823,0.7084863781929016,0.4221535623073578,-0.0269267968833446,0.7194676399230957,0.4629763662815094,-0.0327826514840126,0.7242041826248169,0.4954801499843597,-0.032754149287939,0.7155128717422485,0.4329739212989807,-0.010124621912837,0.7256226539611816,0.4141924977302551,-0.0270100086927413,0.7331737279891968,0.4550077319145202,-0.0288053210824728,0.7351340055465698,0.4884269833564758,-0.024015462026,0.7313249111175537,0.4263613522052765,-0.0094696898013353,0.7248350977897644,0.383398950099945,-0.0173924025148153,0.7232340574264526,0.3551603257656097,-0.0167921669781208,0.7212799787521362,0.3296471238136291,-0.0133848283439874,True
Left,0.9981688857078552,0.6921764612197876,0.3576774001121521,-3.170540878727479e-07,0.731059193611145,0.3866530656814575,-0.0088311405852437,0.7750199437141418,0.3780240416526794,-0.0100866444408893,0.8081160187721252,0.3753640055656433,-0.0130630442872643,0.8283372521400452,0.3844926953315735,-0.0134179834276437,0.7745829820632935,0.2834382653236389,-0.0012350347824394,0.7970290780067444,0.2593346536159515,-0.014715596102178,0.773846447467804,0.2924358546733856,-0.017975628376007,0.7565410733222961,0.3118457496166229,-0.0156930778175592,0.7593217492103577,0.256999671459198,-0.0033302567899227,0.7812198400497437,0.2309130132198333,-0.023236820474267,0.7574224472045898,0.2814309597015381,-0.0271402578800916,0.7419232726097107,0.3066945075988769,-0.0231314096599817,0.7417809367179871,0.2346883416175842,-0.0080605968832969,0.7584537863731384,0.2144684195518493,-0.0297292247414588,0.740713894367218,0.2695487737655639,-0.0294432137161493,0.727593183517456,0.2986620366573334,-0.0211856327950954,0.7237561345100403,0.2118254005908966,-0.0132431872189044,0.7425715923309326,0.1526574343442917,-0.0245174691081047,0.7557365894317627,0.122176393866539,-0.0254044868052005,0.7697741389274597,0.0887557566165924,-0.0226519275456666,True
Left,0.99461567401886,0.3081541061401367,0.8447961211204529,-3.217479331851792e-07,0.3466529250144958,0.8384115099906921,-0.0204126127064228,0.3846423923969269,0.8099011182785034,-0.0302912648767232,0.4193105101585388,0.7829127907752991,-0.0389940328896045,0.4485055804252624,0.7679488062858582,-0.0455661639571189,0.3707743883132934,0.7166903018951416,-0.0177675746381282,0.3658244609832763,0.7114575505256653,-0.0366978608071804,0.3529922068119049,0.7478195428848267,-0.0477486662566661,0.346365749835968,0.7712919116020203,-0.0523396208882331,0.3473964035511017,0.7038285732269287,-0.0159174222499132,0.3405794501304626,0.7075889110565186,-0.0365736410021781,0.3324177265167236,0.7531707882881165,-0.0449474677443504,0.3270707726478576,0.7760834097862244,-0.0478453002870082,0.3236371874809265,0.7017754912376404,-0.0173161085695028,0.3143289685249328,0.6965927481651306,-0.0399301908910274,0.3121612966060638,0.741809070110321,-0.0441175773739814,0.3123564720153808,0.7694927453994751,-0.0423682369291782,0.3012369275093078,0.707228422164917,-0.0198455583304166,0.2872222065925598,0.6615349054336548,-0.0335780940949916,0.2756479978561401,0.6329792141914368,-0.0367183499038219,0.2668341994285583,0.5975353717803955,-0.0367549508810043,True
Right,0.9754552841186525,0.3081417381763458,0.4947891235351562,-9.68990860883423e-08,0.2903753519058227,0.5221531987190247,-0.0105660492554306,0.2730534374713897,0.532577395439148,-0.0192790571600198,0.2592188715934753,0.539124608039856,-0.0288802310824394,0.2505325675010681,0.5460119843482971,-0.0374464020133018,0.2511698305606842,0.4646744430065155,-0.0074203610420227,0.2368109673261642,0.4561560153961181,-0.0227535311132669,0.2500948905944824,0.4717012345790863,-0.032162882387638,0.2649255692958832,0.4857259392738342,-0.0348574221134185,0.2565233409404754,0.4416694641113281,-0.0078560914844274,0.2416995167732238,0.4285597205162048,-0.0249818544834852,0.2560315132141113,0.4536831974983215,-0.0325370170176029,0.269757330417633,0.4726462364196777,-0.0331525243818759,0.2646354734897613,0.4214082062244415,-0.0105082662776112,0.2532728612422943,0.4108184278011322,-0.0257203131914138,0.2635125517845154,0.4424012303352356,-0.0290246810764074,0.2745728194713592,0.4651171863079071,-0.0259111169725656,0.2736991941928863,0.4033714830875397,-0.0140021741390228,0.2584553360939026,0.3651090860366821,-0.0213524829596281,0.2475517094135284,0.3412748873233795,-0.0237295217812061,0.2382030934095382,0.3201445937156677,-0.0231185294687747,True
Right,0.9237701296806335,0.7103994488716125,0.6720274686813354,-3.468436204911996e-07,0.6780282855033875,0.6515839695930481,-0.0159247536212205,0.6501877307891846,0.6084673404693604,-0.0264479126781225,0.6271318197250366,0.5764744281768799,-0.0367506742477417,0.6036693453788757,0.5601847767829895,-0.0449758283793926,0.6780763268470764,0.5501943826675415,-0.0271116383373737,0.6887447237968445,0.5354114770889282,-0.0429642125964164,0.6940174102783203,0.5814142227172852,-0.0478626824915409,0.6923573017120361,0.6164171695709229,-0.049700416624546,0.7053967714309692,0.5441461801528931,-0.0268074870109558,0.716994047164917,0.5265880823135376,-0.0455459728837013,0.7139652967453003,0.5774200558662415,-0.0492092482745647,0.708344578742981,0.6140936613082886,-0.0504769422113895,0.7295063138008118,0.5464333891868591,-0.0278803929686546,0.7431551218032837,0.5180988311767578,-0.0488282330334186,0.7372201681137085,0.5635340213775635,-0.0498405657708644,0.7294992208480835,0.5978041291236877,-0.0476820804178714,0.7487239241600037,0.5594496130943298,-0.0298100691288709,0.7704049348831177,0.5260177850723267,-0.0480266734957695,0.7893970012664795,0.5152031779289246,-0.0543314553797245,0.8055434823036194,0.5020273327827454,-0.0568820275366306,True
Left,0.9932487607002258,0.5401961207389832,0.5961021184921265,-3.218635242774326e-07,0.5723269581794739,0.5720610618591309,-0.0116250477731227,0.59782874584198,0.5322593450546265,-0.0191819593310356,0.6200157403945923,0.5031104683876038,-0.0278959423303604,0.6387221813201904,0.4858926832675934,-0.0354321561753749,0.569612979888916,0.461603969335556,-0.0109427608549594,0.5694611668586731,0.4547331035137176,-0.0275832526385784,0.5666713118553162,0.4969412088394165,-0.0376136526465415,0.5646073818206787,0.5262364745140076,-0.0410633981227874,0.5472097396850586,0.4635392129421234,-0.0127839148044586,0.5462664365768433,0.4581035673618316,-0.0298524461686611,0.5480231642723083,0.5042949318885803,-0.0365169867873191,0.5483424067497253,0.5321897864341736,-0.0380618833005428,0.5264163613319397,0.4727669656276703,-0.0168344397097826,0.5222919583320618,0.4644551873207092,-0.0344531461596488,0.5277062654495239,0.5049418210983276,-0.037144660949707,0.5307427048683167,0.5307458639144897,-0.0346648693084716,0.5076163411140442,0.4863165915012359,-0.021602215245366,0.4895614385604858,0.4470040798187256,-0.0303545929491519,0.4776211380958557,0.4243086874485016,-0.0307319983839988,0.4670898020267486,0.3972164690494537,-0.0292683336883783,True
Right,0.989920735359192,0.6493772864341736,0.9662001132965088,-6.900594371472835e-07,0.5678468346595764,0.8837138414382935,-0.0194153562188148,0.509443998336792,0.7463049292564392,-0.0354047305881977,0.4660033285617828,0.6336214542388916,-0.0561237409710884,0.4167404174804687,0.5673353672027588,-0.0720800310373306,0.5878829956054688,0.5878953337669373,0.0040373438969254,0.5745627880096436,0.5001183748245239,-0.0362071581184864,0.564806342124939,0.5991604924201965,-0.0607113763689994,0.563628077507019,0.6889255046844482,-0.069540835916996,0.635680615901947,0.5933279395103455,-0.0030722888186573,0.6217254400253296,0.5098781585693359,-0.0538770407438278,0.6037816405296326,0.6405033469200134,-0.0750133991241455,0.5982263684272766,0.7426745891571045,-0.0772424563765525,0.6840246915817261,0.6146032810211182,-0.016627587378025,0.6760311126708984,0.5255855321884155,-0.064808152616024,0.6494317650794983,0.6465330719947815,-0.0667218640446662,0.6342412829399109,0.7445353865623474,-0.0532270669937133,0.7304081916809082,0.6468827128410339,-0.0314767248928546,0.7523561120033264,0.5200123190879822,-0.0572007521986961,0.7666272521018982,0.4391618371009826,-0.0612515620887279,0.7790136933326721,0.3557104766368866,-0.0577222295105457,True
Right,0.9907418489456176,0.6294435858726501,0.8402963876724243,-3.986348531270778e-07,0.5863065123558044,0.8731154799461365,-0.0100974030792713,0.5336660146713257,0.8606229424476624,-0.0133300740271806,0.4983508586883545,0.8472663760185242,-0.0173170752823352,0.4718083143234253,0.8553385138511658,-0.0186423175036907,0.5220800042152405,0.7534762620925903,0.0013751040678471,0.5156068205833435,0.7750186920166016,-0.0126447444781661,0.5428318381309509,0.8070798516273499,-0.0209656227380037,0.5639040470123291,0.8286786675453186,-0.0233039129525423,0.5395795702934265,0.7227266430854797,-0.0003089910314884,0.5335700511932373,0.7463165521621704,-0.0192314032465219,0.561984658241272,0.7907041907310486,-0.0272739436477422,0.5825208425521851,0.8213433623313904,-0.0273097846657037,0.5624887347221375,0.7053725719451904,-0.0045484537258744,0.5579324960708618,0.7256385684013367,-0.0255443174391984,0.5785394310951233,0.7779565453529358,-0.0269798394292593,0.5928424596786499,0.8143255114555359,-0.0206336677074432,0.5857243537902832,0.6959010362625122,-0.0091854836791753,0.566792368888855,0.6600301265716553,-0.0206414088606834,0.5560413002967834,0.6311267018318176,-0.0211843028664588,0.5441702008247375,0.603813648223877,-0.0179180856794118,True
Right,0.7570818662643433,0.8219183087348938,0.4337207376956939,-3.51244352714275e-07,0.7784205675125122,0.4402593374252319,-0.023452952504158,0.7261902093887329,0.4216982126235962,-0.0352758876979351,0.6846267580986023,0.410717248916626,-0.0446582809090614,0.6500970125198364,0.4150681495666504,-0.0500434190034866,0.723770797252655,0.3329242467880249,-0.0294873192906379,0.7536920309066772,0.2889514565467834,-0.0478783138096332,0.771757185459137,0.3355664610862732,-0.0524788349866867,0.7751004695892334,0.374242901802063,-0.0534082539379596,0.7489063143730164,0.3011531233787536,-0.0258582346141338,0.7772513031959534,0.2676195502281189,-0.051499605178833,0.7896677255630493,0.3314750790596008,-0.0574818551540374,0.7913772463798523,0.3740734755992889,-0.0583008080720901,0.7751506567001343,0.281309574842453,-0.0243182089179754,0.7993289828300476,0.2452843189239502,-0.0536352135241031,0.8080941438674927,0.3104665875434875,-0.055221177637577,0.8070762157440186,0.3585369884967804,-0.0496457368135452,0.80166095495224,0.2717367112636566,-0.0235131792724132,0.8049539923667908,0.2000086307525634,-0.0443555749952793,0.8129706382751465,0.1526100039482116,-0.0488884150981903,0.8165029287338257,0.1082809567451477,-0.0481926277279853,True
Left,0.998266100883484,0.421964943408966,0.819072961807251,-2.8844181088061305e-07,0.4591438770294189,0.8463748097419739,-0.0056684762239456,0.5059923529624939,0.8277314901351929,-0.0036394018679857,0.5374981164932251,0.8151882290840149,-0.0038269597571343,0.5579233169555664,0.8192644119262695,-0.0015667361440137,0.5063244104385376,0.7392184734344482,0.0076239770278334,0.53065025806427,0.7341254949569702,-0.0038550579920411,0.5094175338745117,0.7677158713340759,-0.0073272613808512,0.4927597939968109,0.7792922258377075,-0.0055673024617135,0.4936955273151397,0.7174963355064392,0.0050331437960267,0.5169570446014404,0.7138460874557495,-0.0123290503397583,0.4935652017593384,0.7586038708686829,-0.0167769733816385,0.4771851897239685,0.7734019756317139,-0.0133878784254193,0.4788216948509216,0.6989834904670715,-0.0003379784175194,0.4993805587291717,0.6984063982963562,-0.0202207490801811,0.476765513420105,0.7450575828552246,-0.0200403816998004,0.4581958651542663,0.7626684904098511,-0.011735993437469,0.462354838848114,0.6784213185310364,-0.0059239147230982,0.4874473512172699,0.6318683624267578,-0.0171057190746068,0.5060558915138245,0.6100894212722778,-0.0183120444416999,0.5238394141197205,0.5862017869949341,-0.0152119435369968,True
